record_no	exploratory	EP_PlotID	plant_genus	plant_species	no_inflorescences	inflorescences_qcm	sub_plot	survey	date	last_mowing
1651	Hainich	HEG30	Achillea	Achillea millefolium	30	5	realistic	2	7/20/2008 12:00:00 AM	
1652	Hainich	HEG30	Agrimonia	Agrimonia eupatoria	50	25	managed	2	7/20/2008 12:00:00 AM	30.05.2008-08.06.2008
1653	Hainich	HEG30	Agrimonia	Agrimonia eupatoria	10	5	realistic	2	7/20/2008 12:00:00 AM	
1654	Hainich	HEG30	Agrimonia	Agrimonia eupatoria	33	17	succession	2	7/20/2008 12:00:00 AM	
1655	Hainich	HEG30	Crepis	Crepis biennis	900	1800	managed	2	7/20/2008 12:00:00 AM	30.05.2008-08.06.2008
1656	Hainich	HEG30	Crepis	Crepis biennis	35	70	realistic	2	7/20/2008 12:00:00 AM	
1657	Hainich	HEG30	Crepis	Crepis biennis	500	100	succession	2	7/20/2008 12:00:00 AM	
1658	Hainich	HEG30	Hypericum	Hypericum perforatum	10	5	succession	2	7/20/2008 12:00:00 AM	
1659	Hainich	HEG30	Trifolium	Trifolium pratense	55	110	managed	2	7/20/2008 12:00:00 AM	30.05.2008-08.06.2008
1660	Hainich	HEG30	Trifolium	Trifolium pratense	10	20	realistic	2	7/20/2008 12:00:00 AM	
1661	Hainich	HEG30	Trifolium	Trifolium pratense	100	200	succession	2	7/20/2008 12:00:00 AM	
1662	Hainich	HEG30	Trifolium	Trifolium repens	12	24	realistic	2	7/20/2008 12:00:00 AM	
1663	Hainich	HEG30	Achillea	Achillea millefolium	2900	483	realistic	3	8/26/2008 12:00:00 AM	
1664	Hainich	HEG30	Achillea	Achillea millefolium	570	95	succession	3	8/26/2008 12:00:00 AM	
1665	Hainich	HEG30	Agrimonia	Agrimonia eupatoria	25	13	realistic	3	8/26/2008 12:00:00 AM	
1666	Hainich	HEG30	Agrimonia	Agrimonia eupatoria	4	2	succession	3	8/26/2008 12:00:00 AM	
1667	Hainich	HEG30	Centaurea	Centaurea jacea	4	16	realistic	3	8/26/2008 12:00:00 AM	
1668	Hainich	HEG30	Crepis	Crepis biennis	5	10	managed	3	8/26/2008 12:00:00 AM	8/6/2008
1669	Hainich	HEG30	Crepis	Crepis biennis	30	60	realistic	3	8/26/2008 12:00:00 AM	
1670	Hainich	HEG30	Crepis	Crepis biennis	3	6	succession	3	8/26/2008 12:00:00 AM	
1671	Hainich	HEG30	Hypericum	Hypericum perforatum	6	3	succession	3	8/26/2008 12:00:00 AM	
1672	Hainich	HEG30	Medicago	Medicago lupulina	8	2	succession	3	8/26/2008 12:00:00 AM	
1673	Hainich	HEG30	Pimpinella	Pimpinella saxifraga	80	7	succession	3	8/26/2008 12:00:00 AM	
1674	Hainich	HEG30	Plantago	Plantago lanceolata	11	22	managed	3	8/26/2008 12:00:00 AM	8/6/2008
1675	Hainich	HEG30	Plantago	Plantago lanceolata	12	24	realistic	3	8/26/2008 12:00:00 AM	
1676	Hainich	HEG30	Plantago	Plantago lanceolata	5	10	succession	3	8/26/2008 12:00:00 AM	
1677	Hainich	HEG30	Prunella	Prunella vulgaris	3	2	realistic	3	8/26/2008 12:00:00 AM	
1678	Hainich	HEG30	Prunella	Prunella vulgaris	16	8	succession	3	8/26/2008 12:00:00 AM	
1679	Hainich	HEG30	Trifolium	Trifolium pratense	6	12	managed	3	8/26/2008 12:00:00 AM	8/6/2008
1680	Hainich	HEG30	Trifolium	Trifolium pratense	70	140	realistic	3	8/26/2008 12:00:00 AM	
1681	Hainich	HEG30	Trifolium	Trifolium pratense	4	8	succession	3	8/26/2008 12:00:00 AM	
1682	Hainich	HEG33			0	0	realistic	1	5/30/2008 12:00:00 AM	
1683	Hainich	HEG33	Cerastium	Cerastium holosteoides	3	1	managed	1	5/30/2008 12:00:00 AM	
1684	Hainich	HEG33	Cerastium	Cerastium holosteoides	70	14	succession	1	5/30/2008 12:00:00 AM	
1685	Hainich	HEG33	Galium	Galium mollugo agg.	17920	1991	managed	1	5/30/2008 12:00:00 AM	
1686	Hainich	HEG33	Galium	Galium mollugo agg.	24960	2773	succession	1	5/30/2008 12:00:00 AM	
1687	Hainich	HEG33	Glechoma	Glechoma hederacea	9	5	managed	1	5/30/2008 12:00:00 AM	
1688	Hainich	HEG33	Trifolium	Trifolium pratense	6	12	succession	1	5/30/2008 12:00:00 AM	
1689	Hainich	HEG33	Achillea	Achillea millefolium	280	47	realistic	2	7/15/2008 12:00:00 AM	
1690	Hainich	HEG33	Achillea	Achillea millefolium	40	7	succession	2	7/15/2008 12:00:00 AM	
1691	Hainich	HEG33	Arctium	Arctium tomentosum	5	8	succession	2	7/15/2008 12:00:00 AM	
1692	Hainich	HEG33	Convolvulus	Convolvulus arvensis	36	108	managed	2	7/15/2008 12:00:00 AM	30.05.2008-08.06.2008
1693	Hainich	HEG33	Convolvulus	Convolvulus arvensis	200	600	realistic	2	7/15/2008 12:00:00 AM	
1694	Hainich	HEG33	Convolvulus	Convolvulus arvensis	61	183	succession	2	7/15/2008 12:00:00 AM	
1695	Hainich	HEG33	Crepis	Crepis biennis	18	36	managed	2	7/15/2008 12:00:00 AM	30.05.2008-08.06.2008
1696	Hainich	HEG33	Crepis	Crepis biennis	250	500	realistic	2	7/15/2008 12:00:00 AM	
1697	Hainich	HEG33	Galium	Galium mollugo agg.	3000	333	managed	2	7/15/2008 12:00:00 AM	30.05.2008-08.06.2008
1698	Hainich	HEG33	Galium	Galium mollugo agg.	1200	133	realistic	2	7/15/2008 12:00:00 AM	
1699	Hainich	HEG33	Galium	Galium mollugo agg.	1000	111	succession	2	7/15/2008 12:00:00 AM	
1700	Hainich	HEG33	Achillea	Achillea millefolium	50	8	realistic	3	8/27/2008 12:00:00 AM	
1701	Hainich	HEG33	Arctium	Arctium tomentosum	10	15	realistic	3	8/27/2008 12:00:00 AM	
1702	Hainich	HEG33	Crepis	Crepis biennis	36	72	realistic	3	8/27/2008 12:00:00 AM	
1703	Hainich	HEG33	Galium	Galium mollugo agg.	40	4	managed	3	8/27/2008 12:00:00 AM	8/4/2008
1704	Hainich	HEG33	Galium	Galium mollugo agg.	120	13	succession	3	8/27/2008 12:00:00 AM	
1705	Hainich	HEG33	Galium		20	2	managed	3	8/27/2008 12:00:00 AM	8/4/2008
1706	Hainich	HEG33	Galium		600	67	realistic	3	8/27/2008 12:00:00 AM	
1707	Hainich	HEG33	Galium		320	36	succession	3	8/27/2008 12:00:00 AM	
1708	Hainich	HEG33	Ranunculus		10	10	managed	1	5/30/2008 12:00:00 AM	
1709	Hainich	HEG34	Ranunculus	Ranunculus repens	50	50	managed	1	6/6/2008 12:00:00 AM	
1710	Hainich	HEG34	Ranunculus	Ranunculus repens	11	22	realistic	1	6/6/2008 12:00:00 AM	
1711	Hainich	HEG34	Ranunculus	Ranunculus repens	160	160	succession	1	6/6/2008 12:00:00 AM	
1712	Hainich	HEG34	Trifolium	Trifolium campestre	450	113	managed	1	6/6/2008 12:00:00 AM	
1713	Hainich	HEG34	Trifolium	Trifolium campestre	25	6	realistic	1	6/6/2008 12:00:00 AM	
1714	Hainich	HEG34	Trifolium	Trifolium campestre	20	5	succession	1	6/6/2008 12:00:00 AM	
1715	Hainich	HEG34	Trifolium	Trifolium pratense	7	14	managed	1	6/6/2008 12:00:00 AM	
1716	Hainich	HEG34	Trifolium	Trifolium pratense	55	110	succession	1	6/6/2008 12:00:00 AM	
1717	Hainich	HEG34	Trifolium	Trifolium repens	211	422	managed	1	6/6/2008 12:00:00 AM	
1718	Hainich	HEG34	Trifolium	Trifolium repens	290	580	realistic	1	6/6/2008 12:00:00 AM	
1719	Hainich	HEG34	Trifolium	Trifolium repens	225	450	succession	1	6/6/2008 12:00:00 AM	
1720	Hainich	HEG34	Agrimonia	Agrimonia eupatoria	12	6	realistic	2	7/14/2008 12:00:00 AM	
1721	Hainich	HEG34	Crepis	Crepis biennis	30	60	managed	2	7/14/2008 12:00:00 AM	30.05.2008-08.06.2008
1722	Hainich	HEG34	Crepis	Crepis biennis	45	90	realistic	2	7/14/2008 12:00:00 AM	
1723	Hainich	HEG34	Crepis	Crepis biennis	6	12	succession	2	7/14/2008 12:00:00 AM	
1724	Hainich	HEG34	Lotus	Lotus corniculatus	50	50	succession	2	7/14/2008 12:00:00 AM	
1725	Hainich	HEG34	Trifolium	Trifolium pratense	1	2	managed	2	7/14/2008 12:00:00 AM	30.05.2008-08.06.2008
1726	Hainich	HEG34	Trifolium	Trifolium pratense	20	40	succession	2	7/14/2008 12:00:00 AM	
1727	Hainich	HEG34	Trifolium	Trifolium repens	130	260	managed	2	7/14/2008 12:00:00 AM	30.05.2008-08.06.2008
1728	Hainich	HEG34	Trifolium	Trifolium repens	110	220	realistic	2	7/14/2008 12:00:00 AM	
1729	Hainich	HEG34	Trifolium	Trifolium repens	30	60	succession	2	7/14/2008 12:00:00 AM	
1730	Hainich	HEG34	Crepis	Crepis biennis	8	16	realistic	3	8/25/2008 12:00:00 AM	
1731	Hainich	HEG34	Crepis	Crepis biennis	14	28	succession	3	8/25/2008 12:00:00 AM	
1732	Hainich	HEG34	Odontites	Odontites vulgaris	650	325	succession	3	8/25/2008 12:00:00 AM	
1733	Hainich	HEG34	Trifolium	Trifolium repens	5	10	managed	3	8/25/2008 12:00:00 AM	8/6/2008
1734	Hainich	HEG36			0	0	realistic	1	6/2/2008 12:00:00 AM	
1735	Hainich	HEG36	Lotus	Lotus corniculatus	40	40	managed	1	6/2/2008 12:00:00 AM	
1736	Hainich	HEG36	Lotus	Lotus corniculatus	85	85	succession	1	6/2/2008 12:00:00 AM	
1737	Hainich	HEG36	Trifolium	Trifolium pratense	3	6	succession	1	6/2/2008 12:00:00 AM	
1738	Hainich	HEG36	Achillea	Achillea millefolium	70	12	realistic	2	7/16/2008 12:00:00 AM	
1739	Hainich	HEG36	Agrimonia	Agrimonia eupatoria	25	13	managed	2	7/16/2008 12:00:00 AM	30.05.2008-08.06.2008
1740	Hainich	HEG36	Agrimonia	Agrimonia eupatoria	28	14	realistic	2	7/16/2008 12:00:00 AM	
1741	Hainich	HEG36	Agrimonia	Agrimonia eupatoria	70	35	succession	2	7/16/2008 12:00:00 AM	
1742	Hainich	HEG36	Cichorium	Cichorium intybus	3	12	realistic	2	7/16/2008 12:00:00 AM	
1743	Hainich	HEG36	Cirsium	Cirsium arvense	6	18	managed	2	7/16/2008 12:00:00 AM	30.05.2008-08.06.2008
1744	Hainich	HEG36	Cirsium	Cirsium arvense	7	21	realistic	2	7/16/2008 12:00:00 AM	
1745	Hainich	HEG36	Cirsium	Cirsium arvense	8	24	succession	2	7/16/2008 12:00:00 AM	
1746	Hainich	HEG36	Convolvulus	Convolvulus arvensis	5	15	managed	2	7/16/2008 12:00:00 AM	30.05.2008-08.06.2008
1747	Hainich	HEG36	Convolvulus	Convolvulus arvensis	2	6	succession	2	7/16/2008 12:00:00 AM	
1748	Hainich	HEG36	Crepis	Crepis biennis	11	22	managed	2	7/16/2008 12:00:00 AM	30.05.2008-08.06.2008
1749	Hainich	HEG36	Crepis	Crepis biennis	9	18	realistic	2	7/16/2008 12:00:00 AM	
1750	Hainich	HEG36	Crepis	Crepis biennis	12	24	succession	2	7/16/2008 12:00:00 AM	
1751	Hainich	HEG36	Daucus	Daucus carota	140	12	managed	2	7/16/2008 12:00:00 AM	30.05.2008-08.06.2008
1752	Hainich	HEG36	Daucus	Daucus carota	120	10	succession	2	7/16/2008 12:00:00 AM	
1753	Hainich	HEG36	Hypericum	Hypericum perforatum	10	5	succession	2	7/16/2008 12:00:00 AM	
1754	Hainich	HEG36	Lotus	Lotus corniculatus	60	60	managed	2	7/16/2008 12:00:00 AM	30.05.2008-08.06.2008
1755	Hainich	HEG36	Lotus	Lotus corniculatus	70	70	realistic	2	7/16/2008 12:00:00 AM	
1756	Hainich	HEG36	Lotus	Lotus corniculatus	95	95	succession	2	7/16/2008 12:00:00 AM	
1757	Hainich	HEG36	Pastinaca	Pastinaca sativa	300	25	managed	2	7/16/2008 12:00:00 AM	30.05.2008-08.06.2008
1758	Hainich	HEG36	Pastinaca	Pastinaca sativa	200	17	realistic	2	7/16/2008 12:00:00 AM	
1759	Hainich	HEG36	Pastinaca	Pastinaca sativa	100	8	succession	2	7/16/2008 12:00:00 AM	
1760	Hainich	HEG36	Pimpinella	Pimpinella saxifraga	320	27	managed	2	7/16/2008 12:00:00 AM	30.05.2008-08.06.2008
1761	Hainich	HEG36	Pimpinella	Pimpinella saxifraga	300	25	realistic	2	7/16/2008 12:00:00 AM	
1762	Hainich	HEG36	Trifolium	Trifolium pratense	7	14	succession	2	7/16/2008 12:00:00 AM	
1763	Hainich	HEG36	Achillea	Achillea millefolium	100	17	realistic	3	8/30/2008 12:00:00 AM	
1764	Hainich	HEG36	Agrimonia	Agrimonia eupatoria	10	5	managed	3	8/30/2008 12:00:00 AM	8/5/2008
1765	Hainich	HEG36	Agrimonia	Agrimonia eupatoria	10	5	realistic	3	8/30/2008 12:00:00 AM	
1766	Hainich	HEG36	Agrimonia	Agrimonia eupatoria	40	20	succession	3	8/30/2008 12:00:00 AM	
1767	Hainich	HEG36	Centaurea	Centaurea jacea	5	20	succession	3	8/30/2008 12:00:00 AM	
1768	Hainich	HEG36	Cichorium	Cichorium intybus	1	4	succession	3	8/30/2008 12:00:00 AM	
1769	Hainich	HEG36	Crepis	Crepis biennis	5	10	managed	3	8/30/2008 12:00:00 AM	8/5/2008
1770	Hainich	HEG36	Crepis	Crepis biennis	6	12	realistic	3	8/30/2008 12:00:00 AM	
1771	Hainich	HEG36	Hypericum	Hypericum perforatum	3	2	succession	3	8/30/2008 12:00:00 AM	
1772	Hainich	HEG36	Lotus	Lotus corniculatus	210	210	managed	3	8/30/2008 12:00:00 AM	8/5/2008
1773	Hainich	HEG36	Lotus	Lotus corniculatus	35	35	realistic	3	8/30/2008 12:00:00 AM	
1774	Hainich	HEG36	Lotus	Lotus corniculatus	37	37	succession	3	8/30/2008 12:00:00 AM	
1775	Hainich	HEG36	Medicago	Medicago x varia	18	9	succession	3	8/30/2008 12:00:00 AM	
1776	Hainich	HEG36	Pastinaca	Pastinaca sativa	70	6	managed	3	8/30/2008 12:00:00 AM	8/5/2008
1777	Hainich	HEG36	Pastinaca	Pastinaca sativa	40	3	realistic	3	8/30/2008 12:00:00 AM	
1778	Hainich	HEG36	Pastinaca	Pastinaca sativa	160	13	succession	3	8/30/2008 12:00:00 AM	
1779	Hainich	HEG36	Pimpinella	Pimpinella saxifraga	300	25	realistic	3	8/30/2008 12:00:00 AM	
1780	Hainich	HEG36	Plantago	Plantago lanceolata	7	14	managed	3	8/30/2008 12:00:00 AM	8/5/2008
1781	Hainich	HEG36	Plantago	Plantago lanceolata	9	18	realistic	3	8/30/2008 12:00:00 AM	
1782	Hainich	HEG36	Galium		90	10	realistic	2	7/16/2008 12:00:00 AM	
1783	Hainich	HEG36	Lathyrus		6	6	succession	2	7/16/2008 12:00:00 AM	
1784	Hainich	HEG37	Carum	Carum carvi	1350	150	managed	1	6/2/2008 12:00:00 AM	
1785	Hainich	HEG37	Carum	Carum carvi	2970	330	realistic	1	6/2/2008 12:00:00 AM	
1786	Hainich	HEG37	Carum	Carum carvi	3150	350	succession	1	6/2/2008 12:00:00 AM	
1787	Hainich	HEG37	Lotus	Lotus corniculatus	30	30	managed	1	6/2/2008 12:00:00 AM	
1788	Hainich	HEG37	Lotus	Lotus corniculatus	30	30	succession	1	6/2/2008 12:00:00 AM	
1789	Hainich	HEG37	Medicago	Medicago lupulina	22	5	managed	1	6/2/2008 12:00:00 AM	
1790	Hainich	HEG37	Ranunculus	Ranunculus repens	27	27	managed	1	6/2/2008 12:00:00 AM	
1791	Hainich	HEG37	Trifolium	Trifolium pratense	60	120	managed	1	6/2/2008 12:00:00 AM	
1792	Hainich	HEG37	Trifolium	Trifolium pratense	10	20	realistic	1	6/2/2008 12:00:00 AM	
1793	Hainich	HEG37	Trifolium	Trifolium pratense	130	260	succession	1	6/2/2008 12:00:00 AM	
1794	Hainich	HEG37	Trifolium	Trifolium repens	310	620	managed	1	6/2/2008 12:00:00 AM	
1795	Hainich	HEG37	Trifolium	Trifolium repens	140	280	realistic	1	6/2/2008 12:00:00 AM	
1796	Hainich	HEG37	Trifolium	Trifolium repens	120	240	succession	1	6/2/2008 12:00:00 AM	
1797	Hainich	HEG37	Agrimonia	Agrimonia eupatoria	45	23	realistic	2	7/17/2008 12:00:00 AM	
1798	Hainich	HEG37	Crepis	Crepis biennis	130	260	managed	2	7/17/2008 12:00:00 AM	30.05.2008-08.06.2008
1799	Hainich	HEG37	Crepis	Crepis biennis	120	240	realistic	2	7/17/2008 12:00:00 AM	
1800	Hainich	HEG37	Crepis	Crepis biennis	35	70	succession	2	7/17/2008 12:00:00 AM	
1801	Hainich	HEG37	Daucus	Daucus carota	12200	1017	managed	2	7/17/2008 12:00:00 AM	30.05.2008-08.06.2008
1802	Hainich	HEG37	Daucus	Daucus carota	10200	850	realistic	2	7/17/2008 12:00:00 AM	
1803	Hainich	HEG37	Daucus	Daucus carota	9600	800	succession	2	7/17/2008 12:00:00 AM	
1804	Hainich	HEG37	Lotus	Lotus corniculatus	13	13	managed	2	7/17/2008 12:00:00 AM	30.05.2008-08.06.2008
1805	Hainich	HEG37	Lotus	Lotus corniculatus	35	35	realistic	2	7/17/2008 12:00:00 AM	
1806	Hainich	HEG37	Lotus	Lotus corniculatus	50	50	succession	2	7/17/2008 12:00:00 AM	
1807	Hainich	HEG37	Silaum	Silaum silaus	1500	125	succession	2	7/17/2008 12:00:00 AM	
1808	Hainich	HEG37	Trifolium	Trifolium pratense	55	110	managed	2	7/17/2008 12:00:00 AM	30.05.2008-08.06.2008
1809	Hainich	HEG37	Trifolium	Trifolium pratense	100	200	realistic	2	7/17/2008 12:00:00 AM	
1810	Hainich	HEG37	Trifolium	Trifolium pratense	70	140	succession	2	7/17/2008 12:00:00 AM	
1811	Hainich	HEG37	Trifolium	Trifolium repens	1	2	managed	2	7/17/2008 12:00:00 AM	30.05.2008-08.06.2008
1812	Hainich	HEG37	Centaurea	Centaurea jacea	2	8	managed	3	8/28/2008 12:00:00 AM	8/5/2008
1813	Hainich	HEG37	Leontodon	Leontodon autumnalis	130	390	managed	3	8/28/2008 12:00:00 AM	8/5/2008
1814	Hainich	HEG37	Leontodon	Leontodon autumnalis	60	180	realistic	3	8/28/2008 12:00:00 AM	
1815	Hainich	HEG37	Lotus	Lotus corniculatus	16	16	managed	3	8/28/2008 12:00:00 AM	8/5/2008
1816	Hainich	HEG37	Lotus	Lotus corniculatus	66	66	succession	3	8/28/2008 12:00:00 AM	
1817	Hainich	HEG37	Odontites	Odontites vulgaris	22	8	realistic	3	8/28/2008 12:00:00 AM	
1818	Hainich	HEG37	Pimpinella	Pimpinella saxifraga	120	10	managed	3	8/28/2008 12:00:00 AM	8/5/2008
1819	Hainich	HEG37	Pimpinella	Pimpinella saxifraga	500	42	realistic	3	8/28/2008 12:00:00 AM	
1820	Hainich	HEG37	Pimpinella	Pimpinella saxifraga	660	55	succession	3	8/28/2008 12:00:00 AM	
1821	Hainich	HEG37	Silaum	Silaum silaus	200	17	managed	3	8/28/2008 12:00:00 AM	8/5/2008
1822	Hainich	HEG37	Trifolium	Trifolium pratense	5	10	managed	3	8/28/2008 12:00:00 AM	8/5/2008
1823	Hainich	HEG37	Trifolium	Trifolium repens	1	2	managed	3	8/28/2008 12:00:00 AM	8/5/2008
1824	Hainich	HEG39	Cerastium	Cerastium holosteoides	3	1	managed	1	5/30/2008 12:00:00 AM	
1825	Hainich	HEG39	Cerastium	Cerastium holosteoides	7	2	realistic	1	5/30/2008 12:00:00 AM	
1826	Hainich	HEG39	Cerastium	Cerastium holosteoides	5	1	succession	1	5/30/2008 12:00:00 AM	
1827	Hainich	HEG39	Medicago	Medicago lupulina	30	29	managed	1	5/30/2008 12:00:00 AM	
1828	Hainich	HEG39	Medicago	Medicago lupulina	83	21	realistic	1	5/30/2008 12:00:00 AM	
1829	Hainich	HEG39	Ranunculus	Ranunculus acris	90	90	managed	1	5/30/2008 12:00:00 AM	
1830	Hainich	HEG39	Ranunculus	Ranunculus acris	187	187	realistic	1	5/30/2008 12:00:00 AM	
1831	Hainich	HEG39	Ranunculus	Ranunculus acris	95	95	succession	1	5/30/2008 12:00:00 AM	
1832	Hainich	HEG39	Ranunculus	Ranunculus repens	220	220	managed	1	5/30/2008 12:00:00 AM	
1833	Hainich	HEG39	Ranunculus	Ranunculus repens	114	114	realistic	1	5/30/2008 12:00:00 AM	
1834	Hainich	HEG39	Ranunculus	Ranunculus repens	105	105	succession	1	5/30/2008 12:00:00 AM	
1835	Hainich	HEG39	Trifolium	Trifolium pratense	56	112	managed	1	5/30/2008 12:00:00 AM	
1836	Hainich	HEG39	Trifolium	Trifolium pratense	175	350	realistic	1	5/30/2008 12:00:00 AM	
1837	Hainich	HEG39	Trifolium	Trifolium pratense	14	28	succession	1	5/30/2008 12:00:00 AM	
1838	Hainich	HEG39	Trifolium	Trifolium repens	3	6	managed	1	5/30/2008 12:00:00 AM	
1839	Hainich	HEG39	Trifolium	Trifolium repens	9	18	realistic	1	5/30/2008 12:00:00 AM	
1840	Hainich	HEG39	Arctium	Arctium tomentosum	155	233	succession	2	8/2/2008 12:00:00 AM	
1841	Hainich	HEG39	Convolvulus	Convolvulus arvensis	2	6	succession	2	8/2/2008 12:00:00 AM	
1842	Hainich	HEG39	Daucus	Daucus carota	100	8	managed	2	8/2/2008 12:00:00 AM	7/7/2008
1843	Hainich	HEG39	Daucus	Daucus carota	1500	125	succession	2	8/2/2008 12:00:00 AM	
1844	Hainich	HEG39	Heracleum	Heracleum sphondylium	195	22	managed	2	8/2/2008 12:00:00 AM	7/7/2008
1845	Hainich	HEG39	Heracleum	Heracleum sphondylium	370	41	succession	2	8/2/2008 12:00:00 AM	
1846	Hainich	HEG39	Plantago	Plantago lanceolata	57	114	managed	2	8/2/2008 12:00:00 AM	7/7/2008
1847	Hainich	HEG39	Plantago	Plantago lanceolata	5	10	realistic	2	8/2/2008 12:00:00 AM	
1848	Hainich	HEG39	Trifolium	Trifolium pratense	2	4	managed	2	8/2/2008 12:00:00 AM	7/7/2008
1849	Hainich	HEG39	Trifolium	Trifolium pratense	1	2	realistic	2	8/2/2008 12:00:00 AM	
1850	Hainich	HEG39	Trifolium	Trifolium repens	5	10	managed	2	8/2/2008 12:00:00 AM	7/7/2008
1851	Hainich	HEG39	Trifolium	Trifolium repens	6	12	realistic	2	8/2/2008 12:00:00 AM	
1852	Hainich	HEG39	Daucus	Daucus carota	10	1	succession	3	8/31/2008 12:00:00 AM	
1853	Hainich	HEG39	Heracleum	Heracleum sphondylium	100	11	realistic	3	8/31/2008 12:00:00 AM	
1854	Hainich	HEG39	Leontodon	Leontodon autumnalis	12	36	managed	3	8/31/2008 12:00:00 AM	8/5/2008
1855	Hainich	HEG39	Leontodon	Leontodon autumnalis	15	45	realistic	3	8/31/2008 12:00:00 AM	
1856	Hainich	HEG39	Leontodon	Leontodon autumnalis	1	3	succession	3	8/31/2008 12:00:00 AM	
1857	Hainich	HEG39	Plantago	Plantago lanceolata	67	134	managed	3	8/31/2008 12:00:00 AM	8/5/2008
1858	Hainich	HEG39	Plantago	Plantago lanceolata	120	240	realistic	3	8/31/2008 12:00:00 AM	
1859	Hainich	HEG39	Plantago	Plantago lanceolata	17	34	succession	3	8/31/2008 12:00:00 AM	
1860	Hainich	HEG39	Trifolium	Trifolium pratense	3	6	managed	3	8/31/2008 12:00:00 AM	8/5/2008
1861	Hainich	HEG39	Trifolium	Trifolium pratense	3	6	realistic	3	8/31/2008 12:00:00 AM	
1862	Hainich	HEG4			0	0	managed	1	5/30/2008 12:00:00 AM	
1863	Hainich	HEG4			0	0	realistic	1	5/30/2008 12:00:00 AM	
1864	Hainich	HEG4			0	0	succession	2	7/15/2008 12:00:00 AM	
1865	Hainich	HEG4			0	0	managed	3	8/27/2008 12:00:00 AM	8/4/2008
1866	Hainich	HEG4			0	0	succession	3	8/27/2008 12:00:00 AM	
1867	Hainich	HEG4	Arctium	Arctium tomentosum	55	83	realistic	2	7/15/2008 12:00:00 AM	
1868	Hainich	HEG4	Crepis	Crepis biennis	2	4	managed	2	7/15/2008 12:00:00 AM	30.05.2008-08.06.2008
1869	Hainich	HEG4	Crepis	Crepis biennis	50	100	realistic	2	7/15/2008 12:00:00 AM	
1870	Hainich	HEG4	Heracleum	Heracleum sphondylium	15600	1733	managed	2	7/15/2008 12:00:00 AM	30.05.2008-08.06.2008
1871	Hainich	HEG4	Heracleum	Heracleum sphondylium	23100	2567	realistic	2	7/15/2008 12:00:00 AM	
1872	Hainich	HEG4	Crepis	Crepis biennis	1	2	realistic	3	8/27/2008 12:00:00 AM	
1873	Hainich	HEG4	Pastinaca	Pastinaca sativa	100	8	realistic	3	8/27/2008 12:00:00 AM	
1874	Hainich	HEG4	Ranunculus		35	35	succession	1	5/30/2008 12:00:00 AM	
1875	Hainich	HEG40			0	0	realistic	1	6/2/2008 12:00:00 AM	
1876	Hainich	HEG40			0	0	realistic	2	7/18/2008 12:00:00 AM	
1877	Hainich	HEG40			0	0	succession	2	7/18/2008 12:00:00 AM	
1878	Hainich	HEG40			0	0	realistic	3	8/30/2008 12:00:00 AM	
1879	Hainich	HEG40	Trifolium	Trifolium pratense	10	20	managed	1	6/2/2008 12:00:00 AM	
1880	Hainich	HEG40	Trifolium	Trifolium repens	70	140	managed	1	6/2/2008 12:00:00 AM	
1881	Hainich	HEG40	Trifolium	Trifolium pratense	1	2	managed	2	7/18/2008 12:00:00 AM	30.05.2008-08.06.2008
1882	Hainich	HEG40	Trifolium	Trifolium repens	20	40	managed	2	7/18/2008 12:00:00 AM	30.05.2008-08.06.2008
1883	Hainich	HEG40	Tripleurospermum	Tripleurospermum perforatum	4	12	managed	2	7/18/2008 12:00:00 AM	30.05.2008-08.06.2008
1884	Hainich	HEG40	Crepis	Crepis biennis	2	4	managed	3	8/30/2008 12:00:00 AM	8/5/2008
1885	Hainich	HEG40	Crepis	Crepis biennis	1	2	succession	3	8/30/2008 12:00:00 AM	
1886	Hainich	HEG40	Ranunculus		165	165	managed	1	6/2/2008 12:00:00 AM	
1887	Hainich	HEG40	Ranunculus		240	240	succession	1	6/2/2008 12:00:00 AM	
1888	Hainich	HEG40	Ranunculus		2	2	managed	2	7/18/2008 12:00:00 AM	30.05.2008-08.06.2008
1889	Hainich	HEG43	Anthriscus	Anthriscus sylvestris	1080	120	managed	1	6/7/2008 12:00:00 AM	
1890	Hainich	HEG43	Leucanthemum	Leucanthemum vulgare agg.	20	80	managed	1	6/7/2008 12:00:00 AM	
1891	Hainich	HEG43	Leucanthemum	Leucanthemum vulgare agg.	60	240	realistic	1	6/7/2008 12:00:00 AM	
1892	Hainich	HEG43	Leucanthemum	Leucanthemum vulgare agg.	50	200	succession	1	6/7/2008 12:00:00 AM	
1893	Hainich	HEG43	Lotus	Lotus corniculatus	30	30	managed	1	6/7/2008 12:00:00 AM	
1894	Hainich	HEG43	Lotus	Lotus corniculatus	30	30	realistic	1	6/7/2008 12:00:00 AM	
1895	Hainich	HEG43	Lotus	Lotus corniculatus	15	15	succession	1	6/7/2008 12:00:00 AM	
1896	Hainich	HEG43	Trifolium	Trifolium campestre	20	5	managed	1	6/7/2008 12:00:00 AM	
1897	Hainich	HEG43	Trifolium	Trifolium pratense	6	12	managed	1	6/7/2008 12:00:00 AM	
1898	Hainich	HEG43	Trifolium	Trifolium pratense	3	6	succession	1	6/7/2008 12:00:00 AM	
1899	Hainich	HEG43	Agrimonia	Agrimonia eupatoria	4	2	managed	2	8/2/2008 12:00:00 AM	08.07.2008
